data_medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
26/11/13;15,6;883;17,2;26,3;20,7;17,4;82,2;53;8,8;1,6
27/11/13;0,6;880,5;17,9;25,8;21;18,9;83,4;55;7,5;2,1
28/11/13;45,8;881,8;18;26,1;21;16,3;84,7;58;10,3;2,1
29/11/13;0;883,3;17,1;27,8;22;16,9;75,8;46;6,9;1,9
30/11/13;6,2;885,6;18,1;25,6;20,3;18,5;87,8;56;13,8;2,8
01/12/13;13,8;885,9;17,6;26,6;21,4;17,2;80,8;52;5,9;1,5
02/12/13;8,8;885,7;17,4;29;22,8;18,9;74,3;41;8,7;2,5
03/12/13;1,4;886,1;17,3;28,2;21,6;17,1;78,7;41;12;1,2
04/12/13;14,8;886,1;16,8;30,1;23,6;18,1;68,5;32;10,6;2,1
05/12/13;0;885;17,3;28,8;22,2;18,6;75,7;42;15,4;2,2
06/12/13;63,4;884,5;17,6;24,1;19,9;17;87,3;56;8,5;2,4
07/12/13;10,2;885;17,4;26,6;21,1;17,4;80,6;54;9;2,4
08/12/13;0,2;885,7;17,7;29,4;21,7;18,4;80,8;39;8,8;2,1
09/12/13;13,2;886,5;18,8;25;20,4;18,5;91;62;6,7;1,5
10/12/13;9,4;886,3;17,2;27,8;21,2;17,8;79,6;48;8;2,3
11/12/13;0;884,2;17;27,8;22,2;18,7;73,3;52;10,3;3,2
12/12/13;15,6;883,3;18,4;25,4;20,5;18,4;88,7;60;12,4;2,9
13/12/13;13,4;883,9;17,9;25,1;20,4;18,1;86,5;60;10,1;3,2
14/12/13;0,6;884,6;18,2;25,9;21,1;18,3;84,4;58;8,2;2,6
15/12/13;1;883,8;18,1;27,9;21,7;18,4;81,3;50;9,5;2,5
16/12/13;5,2;881,9;18,9;24,5;20,9;19;89;69;11,4;3,2
17/12/13;2,6;880,4;18,5;28,4;22;18,4;82,6;52;8,1;2,9
18/12/13;16,4;880,8;18,4;25,9;21,2;17,6;85,1;61;7,4;1,9
19/12/13;5,8;881;18,1;26,9;20,7;17,2;86,3;51;8,2;2,4
20/12/13;1,8;880,3;18,6;25,8;20,8;18,9;88,9;59;9,3;2
21/12/13;14;879,8;18,2;25,9;19,9;17,7;91,1;58;9,2;1,8
22/12/13;21,4;880,3;18,7;24,5;19,8;18,3;94,2;66;12,8;1,7
23/12/13;17,8;882,1;18,1;25,8;20;17,8;89,9;58;10,4;3,5
24/12/13;9,4;884,7;17,3;24,3;19,6;17;87,1;63;11,5;3,9
25/12/13;0;886,1;17,5;28,6;21,8;18,2;78,7;45;14,3;2,4
26/12/13;5,4;886,1;18;29,5;23,8;18,3;73,2;43;9,4;1,8
27/12/13;51,8;885,6;17,6;25,6;21,5;17;79,4;55;11,9;2,3
28/12/13;0,2;886,1;17;25,6;20,3;17;82,4;59;10,6;2,9
29/12/13;1,4;885,9;17,4;27,3;21,3;17,7;79,9;52;10,7;3,3
30/12/13;0,6;885,9;18;28,3;21,3;18,4;83,8;45;13,1;2,6
31/12/13;1,8;885,9;17,8;27,7;22,2;18,7;78,3;47;9,5;1,8
01/01/14;0;885,7;17,5;29,2;23;18,3;74,1;39;6,9;1,6
02/01/14;0;884,4;16,7;30,1;23,7;18,2;68;35;7,6;2,1
03/01/14;0;885;14,2;29,7;24,3;17,4;57,9;24;7,9;2
04/01/14;0;886,5;11,8;29,8;24,6;17,7;46,6;25;11,5;2,7
05/01/14;0;886,9;11,8;29,3;23,8;16,7;49,2;26;9;2,6
06/01/14;0;886,6;13,3;28,7;23;18,3;55,6;35;14;2,4
07/01/14;0;886,2;14,3;28,9;22,8;16,6;61,4;34;9,6;2,3
08/01/14;0;886,1;12,5;28,2;23;15,8;53,5;29;9,2;2,9
09/01/14;0;885,5;12,6;28,5;23,4;17,5;53,1;28;8,6;2,9
10/01/14;0;885,7;14,2;28,1;23,3;17,1;57,1;40;9,7;3
11/01/14;0;887;14,8;29;21,8;16,1;65,9;32;9,3;2,3
12/01/14;0;888,2;15,7;29,1;22,7;17,3;66,6;39;9,1;2,5
13/01/14;0;888,9;15;29,7;24,3;19,2;58;33;8,3;2,5
14/01/14;0;888,4;14,2;29,3;24,5;19,7;54,1;34;9,7;3
15/01/14;0;887,5;14,4;28,8;23;17,4;59,6;36;10,5;1,8
16/01/14;1,8;887,4;15,3;28,2;21,6;16,6;69,7;36;12,1;2,2
17/01/14;0;887,4;17;28,3;21,1;18,4;79,1;46;16,3;1,8
18/01/14;33,2;887,6;18,1;24,7;20,2;16,5;88,5;59;16,3;1,7
19/01/14;10;886,3;17,9;25,9;19,9;17,7;88,8;56;9,5;1,6
20/01/14;4,8;885,9;17,3;24;20,2;17,4;84,5;58;11,1;2,3
21/01/14;1,8;886,9;17,1;26,6;20,8;17,7;81,3;53;6,6;2
22/01/14;55,2;888;17,4;25,2;19,6;16,8;87,8;60;12,6;2,1
23/01/14;3,8;887,3;17,3;28,3;20,8;17,2;82,5;43;10,7;1,5
24/01/14;0;886,2;16,7;27,7;19,7;16,8;84,9;45;16,8;1,8
25/01/14;19,2;885,2;15,8;25,1;19,8;15,3;79,9;51;6,1;1,7
26/01/14;0;886,2;15,3;26,1;21;15,8;70,9;49;11,5;2,2
27/01/14;1,2;887,8;16,2;26,4;20,2;16,3;80,4;44;12;2,1
28/01/14;4,8;887,4;15,4;27,1;21,6;17,5;70,1;37;9,4;3,3
29/01/14;0;887,5;13,6;27,4;22,1;18,3;59,3;39;10,6;3,9
30/01/14;0;887,5;15,1;28,1;22,7;18,9;62,9;45;10,1;3,3
31/01/14;0;887,1;13,8;28;22,9;18,1;57,9;35;10,3;3,8
01/02/14;0;886,6;12,6;27,4;22,4;16,7;55,7;33;8,7;3
02/02/14;0;885,9;12,3;27,8;21,9;14,8;55,8;39;8,7;2,5
03/02/14;0;885;12,2;28,8;23,2;19,1;51,1;34;10,1;3,1
04/02/14;0;886;11,9;27,9;22,8;17,2;51,5;32;9,1;2,9
05/02/14;0;886,2;13,2;30;23,5;16,9;53,9;30;9,7;2,8
06/02/14;0;886,1;14,5;28,5;23,4;18,8;58,5;37;10,7;4
07/02/14;0;887,1;12,7;29,1;23,7;19,9;51,5;32;9,3;3,3
08/02/14;0;886,9;13,3;29,3;24,1;20;51,8;31;8,7;2,8
09/02/14;0;886,5;14,7;27,8;22,5;16,9;62,9;41;8,2;2
10/02/14;0;886,7;14,4;28,1;22,7;17,8;62,3;32;9,5;2,6
11/02/14;0;885,9;14,5;27,9;23,4;20,2;57,7;40;9,1;3,3
12/02/14;0;885,5;15,7;27,7;21,8;17,2;69,6;44;6,6;2,1
13/02/14;3;884,8;17,8;26,1;20,1;17,8;87,5;55;10,3;1,3
14/02/14;20,8;885,5;16,7;27,2;21,1;17,2;78,3;47;7,7;2,1
15/02/14;0;885,6;17,2;25,8;20,9;18,6;80,1;53;7,2;1,5
16/02/14;4,2;885,4;18,6;25,8;20,5;18,7;89,5;56;7,2;1,6
17/02/14;28,4;884,8;17,7;26,8;21;17,3;83;52;11,9;2,7
18/02/14;22,2;884,6;18,3;25,1;19,8;17,7;91,5;58;9,6;2,1
19/02/14;11,2;885;17,6;26,2;20,2;18,3;86,4;51;10,3;2,3
20/02/14;11,2;885,8;17,8;24;20,2;18,1;87;62;8,9;2,5
21/02/14;1,8;886,2;17,9;24,6;20,1;18,3;88,2;61;9,8;2,2
22/02/14;7,4;886,7;17,6;25,1;20,2;18,1;85,8;62;12,1;2,3
23/02/14;2,4;886,8;17,1;26,1;20,5;16,9;82,5;50;7,6;2
24/02/14;0,6;886,5;16,3;28,6;22,6;18;69,3;42;8,3;2,5
25/02/14;11,4;887;17,3;25,9;20,7;16,8;82,2;51;15,5;1,4
26/02/14;0;885,8;16,1;28;22,5;17,2;69,3;42;10,4;2,9
27/02/14;0;885,3;14,1;29,3;22,7;15,6;61,6;28;7,8;1,8
28/02/14;0;885,1;16,5;27,7;21,6;17,2;74,2;47;9,5;2,3
01/03/14;1,6;885,4;16,8;26,6;20,5;17,6;80,4;48;8,1;2,3
02/03/14;0,2;884,5;17;28;21,6;17,2;77,3;44;7,8;2,1
03/03/14;0,8;884,6;17,5;25,8;21,3;18,4;79,8;58;8,9;2,6
04/03/14;7,8;886,2;17,8;26,3;21,6;18,3;80,8;52;8,9;2,3
05/03/14;2,6;887;19,5;26,8;21,2;19,2;90,5;60;8;1,6
06/03/14;37,6;886,4;18,7;25,9;20,5;18,2;90,5;58;7,3;1,6
07/03/14;12,6;885,6;18,6;26,1;20,6;18,4;89,4;57;11,1;2,3
08/03/14;26,2;885,4;18,2;27,8;20,6;17,8;87,3;51;7,8;2,2
09/03/14;6,4;886,3;18,3;25,6;20,6;17,3;87,4;62;6,7;2
10/03/14;62,4;886,4;17,3;27,5;21,3;15,9;80,7;50;10,4;2,1
11/03/14;0;886,1;17,2;27,4;22;17,4;76,3;49;8,8;2,4
12/03/14;10;887,1;16,6;27,7;22,5;18,3;71,9;45;8,3;2,3
13/03/14;0;887,7;14,8;28,4;22,5;15,1;64,3;34;8;2,6
14/03/14;0;886,8;15,5;27,4;22,6;19,8;64,7;45;8,8;2,9
15/03/14;0;886,5;14,6;28,3;23,3;19,2;59,6;37;9,4;2,8
16/03/14;0;886,3;14,6;27,7;22,9;18,2;60,9;37;8,1;2,5
17/03/14;0;886,5;16,3;26,7;21,5;18,2;73,5;52;8;2
18/03/14;9;887,3;17,5;26,1;20,2;17,4;85,5;58;7,2;1,4
19/03/14;0,4;886,2;17,2;27,7;20,9;16,2;81,8;49;7,6;1,8
20/03/14;0;885,4;17,5;28;21,8;16,9;78,9;45;9,4;1,3
21/03/14;12,4;886,6;18,8;26,9;21;18,1;88,1;57;7;1,3
22/03/14;12,2;887,6;18,5;27,6;20,6;18,4;89,1;54;18,5;1,9
23/03/14;36,4;886,2;18,6;27,2;20,6;16,6;89,3;58;9,5;1,8
24/03/14;30;887,1;18,6;23,3;20;18,1;92,3;68;8,1;2,5
25/03/14;1,2;887,7;17,9;25,8;21;18,5;83,7;57;8,7;2,3
26/03/14;3,2;887,9;18,5;26,6;21,1;18,7;86,7;53;8,1;2,5
27/03/14;6,2;887,6;19,3;23,6;20;18,6;95,5;74;6,3;1,7
28/03/14;4,2;886,5;18,2;26,1;20,1;18,2;89,5;60;6,4;2
29/03/14;0;886;17,8;26,6;21,1;18,4;82,7;47;9,7;2,5
30/03/14;1,8;886,7;17,8;25,9;20,3;18;86,7;54;9,4;2,1
31/03/14;18,4;888,1;17,8;26,4;21;17,8;83;52;8,9;1,9
01/04/14;2,8;888;18,4;27,9;21,6;18,3;84,1;46;6,3;1,7
02/04/14;16,6;886,6;18,5;28,7;21,7;17,4;84,4;48;7,7;1,9
03/04/14;6,2;886,4;19,2;22;19,7;19,3;97,5;76;8,4;1,4
04/04/14;19,4;887,4;17,5;28,2;21;16,2;82,2;51;6,1;1,6
05/04/14;6,4;888;18,9;27,8;22,3;19;82,9;51;7,9;2,4
06/04/14;0;888,2;18,6;27,5;22,7;19,6;79;53;7,4;2,7
07/04/14;0;887,1;18;28,8;22,4;17,7;78,7;43;5,9;1,7
08/04/14;5,2;886,6;18,3;28;22,1;18,7;80,5;50;6,4;1,6
09/04/14;0;886,5;18,3;28,5;23;18,7;77,1;48;7,2;1,6
10/04/14;16,8;886,5;18,4;28,7;21,5;17,3;84,3;46;14,4;2
11/04/14;20,6;887,1;18,3;28;21,8;17,1;83,1;47;8,7;1,8
12/04/14;3,6;887,6;18,7;27,3;21,2;18,7;87,6;52;7;2,2
13/04/14;26,2;887;17,6;27,9;22,4;17,7;76,9;47;6,9;1,8
14/04/14;0;886,2;16,7;28,8;23;17,2;70,4;40;7,8;1,6
15/04/14;0;886,2;18,2;28;22,4;18,8;78,4;48;8,1;2,1
16/04/14;16,4;886,7;18;25;20,7;17,8;85,6;56;8,6;1,8
17/04/14;0;886,5;17,8;27,8;21,8;17,6;80,3;45;7,6;1,8
18/04/14;0;886,1;17,6;27,3;22,3;17,9;76,2;49;7,5;1,8
19/04/14;0;887,2;15,1;28,6;22,6;17,3;67,3;30;7,7;1,6
20/04/14;0;887,7;15,2;29,3;22,3;16,7;65,7;41;7,8;1,6
21/04/14;0;886,9;17;27,5;22,4;18,9;72,4;52;8,4;2
22/04/14;0,8;886,4;17,6;28,3;22;17,6;77,9;45;11,1;2,3
23/04/14;14,2;887,3;18,6;24,8;19,9;18,5;92,8;63;7,9;1,8
24/04/14;23;887,1;17,8;24,9;20;16,2;88,1;64;6,3;1,5
25/04/14;16,6;885,5;18,3;26,7;20,5;18,2;88,7;55;8,4;1,7
26/04/14;23,2;885,9;17,2;26,2;20,8;17,6;81,3;52;6,7;2
27/04/14;0;887,3;16,3;26,2;21;17,4;76,3;47;6,6;2,3
28/04/14;0;888,8;13,8;25;20,3;16,5;68;41;8,7;2,8
29/04/14;0;888,8;11,8;23,4;18,5;14,5;66,5;43;8,9;3,1
30/04/14;0;887;9,8;23,9;18,5;14,2;58;37;9,9;3,6
01/05/14;0;886,6;10,5;25,8;18,8;10,8;62,1;32;6,9;1,8
02/05/14;0;887,8;11;26,2;19,9;12;59,4;31;6,8;2,1
03/05/14;0;889,2;11,4;26,2;19,8;12,3;59,7;39;8,1;2,5
04/05/14;0;889,4;12,2;26,1;20,6;15,8;59,9;40;7,5;2,5
05/05/14;0;888,5;13,2;25,7;19,8;13,5;68,2;39;7,3;1,8
06/05/14;0;888,5;13,5;26;20,4;14,8;67,3;38;7,5;2
07/05/14;0;889,2;13,5;26,4;20,4;13,8;66,9;38;7,3;2
08/05/14;0;888,6;16,3;24,8;20,6;16,3;78,1;53;6,9;1,7
09/05/14;0;886,2;16;26,3;20,9;16,6;75,3;47;6,3;1,2
10/05/14;0;886,2;13,2;26,5;20,8;16,5;63,2;39;6,3;1,9
11/05/14;0;887,7;13,2;26,5;19,8;14,5;66,6;48;8,2;2,5
12/05/14;0;888,2;13,5;23,8;19,4;15,2;69,6;52;9,1;3,2
13/05/14;0;888,1;12,4;23,9;18,9;14,7;67,5;45;7,3;2,2
14/05/14;0;888,1;9,9;25,1;18,9;12;58,6;32;7,1;2,1
15/05/14;0;887,9;10,7;27,4;19,4;12,1;60,8;27;6,5;1,8
16/05/14;0;886,7;13;27;20,3;13,1;65,1;42;6,1;1,5
17/05/14;0;886,6;13,9;26,8;21,3;14,8;64,6;42;6,7;1,8
18/05/14;0;887,1;14,3;27,7;22;17,1;62,2;44;5,9;1,9
19/05/14;0;887,6;15,8;27,1;21,8;16,8;70,2;46;6,1;2
20/05/14;0;887,7;13,9;25,8;21,8;19;61,6;43;7,8;2,6
21/05/14;0;886,8;12,2;27,2;20,7;14;60,2;35;8,9;2,1
22/05/14;0;887,3;12;27,5;21;14,4;59;34;5,5;1,5
23/05/14;0;888,2;13;28,5;21,4;15,3;61,8;32;6;1
24/05/14;0;888,1;15,5;27,6;21,4;16,5;71;44;6,8;1,9
25/05/14;0;887,2;15;28,5;22,2;18;65,7;38;9,1;2,1
26/05/14;0;888,4;15,6;27,5;21;16,4;72,6;46;5,3;1,3
27/05/14;2,4;888,5;17,7;25,2;20,2;17,4;86,5;62;5,8;1,5
28/05/14;0;887,8;11,1;26,7;20,1;13,7;60,2;26;8,6;2,1
29/05/14;0;887,2;7,4;26,8;18,7;11,1;53;21;7,3;1,9
30/05/14;0;888;8,2;25,7;18,5;11,7;53,9;30;6,7;1,6
31/05/14;0;887,7;13,4;26;19,3;13,9;70,7;43;8,2;2,3
01/06/14;0;886,4;13,8;27,4;20,2;14,1;70,1;34;6,2;1,5
02/06/14;0;884,9;13,2;25,2;20,5;16,3;64,6;41;7,5;1,8
03/06/14;0;885,4;14,8;25,1;19,1;15;77,8;51;7,2;1,2
04/06/14;7,4;886,2;15,6;26,5;19,1;14;82,4;49;6,8;0,9
05/06/14;0;886,5;15,4;26,6;20,2;14,5;76,7;40;5,3;1,3
06/06/14;0,2;886,1;14;27,1;20,5;14,5;69,6;35;5,6;0,9
07/06/14;0;886;12;26,5;20,8;14,7;59,5;36;6;1,3
08/06/14;0;887,3;10,8;25,8;20,5;13,7;55,8;34;5,4;1,4
09/06/14;0;889,7;9,9;26,1;20,7;14,8;51,9;30;7,6;1,9
10/06/14;0;889,9;11,8;25,1;19,9;15;60,8;43;8,6;2,6
11/06/14;0;890,2;11,8;24,7;19,4;14,9;62,5;42;9,5;3,3
12/06/14;0;890,3;12,1;24,6;18,9;14,2;66,6;41;7,9;2,6
13/06/14;0;891,2;13,4;23,8;18,5;15;73,3;48;8,9;2,4
14/06/14;0;890,8;13,4;24,2;18,9;14,7;71,4;46;6,8;2,3
15/06/14;0;890,4;13,7;24,3;18,2;14,4;76,9;49;8,6;2,5
16/06/14;0;890,5;12,9;25,4;19,3;15,2;68,2;41;8,9;2,6
17/06/14;0;891;13,3;24,8;19,4;15,1;69,2;46;7,7;2,3
18/06/14;0;891,4;13,4;24;19,8;16,7;67,1;52;4,7;1,4
19/06/14;0;891,4;12,8;26,1;20,9;14,6;62,3;35;5,3;1,3
20/06/14;0;890,2;11,6;25,8;19,5;14,6;63,3;32;7,1;1,4
21/06/14;0;890,1;10,4;25,5;19,5;12,6;57,9;31;6,1;1,6
22/06/14;0;890,5;9,7;24,2;18,8;14;56,9;34;8;2,4
23/06/14;0;891,2;12,5;22,4;17,7;14,3;72,6;54;9,4;2,5
24/06/14;0;890,9;11,7;24,4;18,3;13,2;68,4;37;6,5;1,7
25/06/14;0;888,5;10;26,2;19,2;11,2;58,3;31;5,7;1,4
26/06/14;0;888,3;9,7;25,5;18,5;11,1;59,3;33;6,6;1,4
27/06/14;0;889,1;8,3;26,1;19,4;10,9;52,5;28;7,1;1,6
28/06/14;0;890,3;8,6;26,5;19;11,1;53,8;30;5;1,1
29/06/14;0;889,5;8,2;27,6;19,4;11,9;51,6;27;4,9;0,9
30/06/14;0;888,5;9,7;26,1;19,1;11,9;56,8;31;6,5;1,1
01/07/14;0;888,2;9,9;27,1;19,7;12,4;56;29;4,9;1
02/07/14;0;889,2;9,6;27,6;20,6;13;53,1;28;5,8;1,2
03/07/14;0;890,9;7,8;27;21,1;14,1;44,4;26;8,9;2,2
04/07/14;0;891,3;5,9;25,9;20,4;16,6;40,3;23;9,6;2,6
05/07/14;0;890,2;6,6;24,8;19,2;13,7;45,5;26;8;2,4
06/07/14;0;891,2;8,3;25,1;18,3;10,8;54,2;29;6,3;1,6
07/07/14;0;891,9;8,9;24,9;19,6;14,3;51,4;31;7,7;2,3
08/07/14;0;891,8;9;24,5;19,5;16,4;51,4;30;6,6;1,9
09/07/14;0;890,3;10;24,5;18,4;12,3;60,3;35;7,3;1,2
10/07/14;0;889,4;10,6;26,8;19;11,9;61,9;30;4,6;0,9
11/07/14;0;889,2;10,4;26;19,5;14,3;57,5;32;5,9;1,4
12/07/14;0;890,6;10,2;25,5;19,5;13,7;57,4;30;6,4;1,3
13/07/14;0;892,2;10,2;25;19,3;15;57,4;34;8,8;2,3
14/07/14;0;891,6;9,4;24,1;18,4;13,3;57,6;34;6,9;2,1
15/07/14;0;891,3;9,1;24,5;18,1;12;57,4;36;6,3;2
16/07/14;0;891,7;8,8;26;18,4;10,6;56,1;31;7,5;1,6
17/07/14;0;892,2;9,2;26;19,4;12,3;54,6;28;7,1;1,4
18/07/14;0;891,8;7,2;27,5;20;11,5;47,3;20;8,1;1,1
19/07/14;0;890,8;9;26,3;19,3;13,3;54,2;25;6,1;1,4
20/07/14;0;890,5;10,1;26,7;20,1;15,1;55,1;26;9,2;2
21/07/14;6,2;890,1;10,7;26,7;20,2;13,5;56,8;32;8,5;2,4
22/07/14;0;890,7;10,1;26;19,9;14,9;54,5;32;8,8;3,5
23/07/14;0;890,2;10,5;24,9;19,4;14,5;57;41;8,5;3,1
24/07/14;0;888,8;11,1;26,8;20,5;15,5;56,7;33;9,8;2,6
25/07/14;0;889,7;13;21,2;17,5;16,2;75,6;59;8;2,1
26/07/14;0;890,2;11,7;23,8;16,9;13,4;72,5;49;8,2;2,7
27/07/14;0;892;12,5;19,7;14,9;12,7;86,5;63;10,8;2,8
28/07/14;0,8;893,1;12,3;21,4;15,8;11,4;81,5;57;7,5;2,1
29/07/14;0;892,7;12,9;25,5;18,8;14,1;71,7;39;8,9;2,9
30/07/14;0;891,9;11,1;25,3;18,8;14,1;63,9;31;8,1;2,8
31/07/14;0;890,3;9,4;25,8;19,3;13,5;55,7;28;6,8;2,2
01/08/14;0;889,9;9;26,2;20,3;14,3;49,5;30;6,9;1,6
02/08/14;0;889,7;10;26,7;19,9;13,5;55,3;28;6,7;1
03/08/14;0;888,3;9,3;28,9;20,7;13,5;51,5;24;6,8;1,2
04/08/14;0;889,2;7,9;28,9;21,8;15,5;43,3;24;5,1;1
05/08/14;0;890,2;6,6;29,2;21,9;13,5;40,5;18;8,6;1,8
06/08/14;0;890,3;6,6;26,8;21,1;16,4;39,8;26;9,4;2,7
07/08/14;0;891,6;8;24,2;18,7;13,5;51,2;30;9,5;3
08/08/14;0;890,9;3,7;25,5;18,4;10,9;42;16;7,8;2,1
09/08/14;0;889,8;2,7;25,4;18,3;10,2;36,5;23;6,8;1,9
10/08/14;0;889,4;4,6;26,3;19,1;13;39,4;25;7,3;2
11/08/14;0;889,7;5,7;27,5;19,9;10,3;43,6;21;5,3;1,3
12/08/14;0;889,6;5;27,8;20,8;12,5;38,3;18;6,7;1,3
13/08/14;0;889,2;4,7;29,1;20,8;12,5;38,3;19;8;1,1
14/08/14;0;889,5;4,9;28,1;21,5;14,3;35,4;21;11;2,3
15/08/14;0;892,1;6,5;25,5;19,9;14,5;43;28;12,2;4,1
16/08/14;0;892,9;9,6;24,6;18,4;13,6;59,9;31;10,7;4,3
17/08/14;0;891,9;8;25,9;19,7;15,4;50,5;24;11;3,4
18/08/14;0;890,2;8,1;26,6;20,1;13,9;47,7;27;9,1;3
19/08/14;0;889,4;8,2;27,6;21;14;45,4;27;9,8;2,5
20/08/14;0;889,8;8,1;27,6;21,4;15,6;44,6;26;10,3;3
21/08/14;0;890,3;6,8;26,3;20,9;15,8;41,2;26;11,1;3,4
22/08/14;0;889,5;6;28;21,4;13,7;39,2;21;8,1;2,5
23/08/14;0;888;3,9;27,9;21,8;13,6;33,2;17;9,7;2,8
24/08/14;0;887,3;2,5;28,1;21,7;12,5;29,6;18;9,2;2,7
25/08/14;0;887,6;5,2;29,2;22,2;13,3;34,5;21;7,1;2,2
26/08/14;0;887,2;6,6;30,9;23,1;15;37,7;18;7;1,9
27/08/14;0;887;6;30,9;24;16,7;33,5;16;6,9;2
28/08/14;0;887,1;5;31,6;23,6;16,6;32,1;17;7,9;1,4
29/08/14;0;888,1;7,6;31,1;24,4;18,3;36;20;8,9;1,8
30/08/14;0;888,6;7,4;31,3;24,9;18;34,2;18;8;2,4
31/08/14;0;888,2;8,7;30,7;24,7;17,5;37,2;22;8,5;2,2
01/09/14;0;887,1;10,4;29,9;25,4;19,6;39,9;28;9,1;2,1
02/09/14;0;886,8;11,7;30,9;24,3;18,2;48,6;24;9;2,1
03/09/14;0;887,4;14,4;30,5;21,3;18,8;67,2;36;12,5;2,3
04/09/14;14,4;887,7;14;29,2;22,1;15,9;64,4;32;8,3;2,1
05/09/14;0;888;12,8;29,7;23,5;18,8;52,3;34;10;3,9
06/09/14;0;889,5;9,4;26,4;20,5;14,6;50,9;29;10,9;4
07/09/14;0;890,1;4,6;26,4;20;14,2;37,5;22;9,5;3,9
08/09/14;0;890,2;5,7;26,4;20;14,1;41,3;21;9;3,5
09/09/14;0;888,8;6,4;28,5;21,4;15,1;39,5;22;8,3;3,1
10/09/14;0;887,7;6,9;29,1;23;17,3;36,9;16;9,7;3,1
11/09/14;0;887,4;6,4;29,3;23,5;17,9;35,3;17;8,8;3,2
12/09/14;0;886,8;3,4;29,4;23,3;17,2;29,9;13;9,6;3,5
13/09/14;0;887,8;5,8;29,7;23,2;17,6;33,3;21;8,8;3,1
14/09/14;0;888,3;7,8;30,2;24,2;18,8;36,7;20;8,4;2,9
15/09/14;0;887,7;7;31,1;24,1;16,2;34,9;21;8,8;2,4
16/09/14;0;886,6;7,3;31,4;24,7;17,1;34,2;21;7,5;1,7
17/09/14;0;886,7;7,1;33,3;26,3;20,2;32,4;14;10,5;2,1
18/09/14;0;886,8;6,9;32,3;26,6;20,7;29,5;17;9,5;3,4
19/09/14;0;886,4;4,3;31,6;25,7;20,1;26,6;14;13,9;2,8
20/09/14;0;886,8;4,7;31,4;24;16,4;29,7;19;6,5;1,4
21/09/14;0;886,8;11,2;30,7;23,9;18,1;48,8;23;9,1;2,3
22/09/14;0;886,8;13,7;30,5;23,5;18,9;56,3;29;9,2;2,7
23/09/14;0;887,3;13,5;29,9;24,1;19,1;53,1;32;11,4;3,8
24/09/14;0;887,9;11,9;30,8;23,8;19,3;48,3;28;8,9;3,2
25/09/14;0;887,8;13;30,9;23,5;17,3;55,5;25;7,2;1,7
26/09/14;0;886,6;11,5;31,5;24,8;17,7;47,8;23;7,9;1,8
27/09/14;0;887,2;12,8;31,1;25,7;21;47;27;7;1,9
28/09/14;0;887,2;9,3;32,2;26,1;18,6;37,9;19;8,4;2,4
29/09/14;0;887,1;8,5;32,6;26,7;18,6;32,9;21;8,9;2,4
30/09/14;0;887,4;14,8;30,5;24,4;19,7;56,8;31;11;2,2
01/10/14;0,2;887,3;14,7;33;22,9;18;64,1;24;26,4;1,9
02/10/14;33,2;887,1;15,7;31,2;22,8;17,1;68,3;32;14,5;2,6
03/10/14;1,2;888,4;12,8;29,1;23,4;19,3;54,5;28;11,6;4,1
04/10/14;0;888,6;8,9;27,8;21,9;17,1;44,3;29;11,7;3,6
05/10/14;0;889;6,8;27,1;21,4;15,7;40,6;22;9,8;3,5
06/10/14;0;889,3;4,2;26,5;20,4;14,8;36,5;17;11;3,8
07/10/14;0;888,2;3,8;27,8;20,7;14,2;34,1;21;8,7;2,8
08/10/14;0;886,4;5,4;29,3;23;14,8;33,3;20;7,7;2,1
09/10/14;0;885,6;6,2;30,4;24,3;19,3;31,7;20;8,3;2,6
10/10/14;0;886,8;6,9;30,5;25;19,9;32,3;19;8,7;3,2
11/10/14;0;887,8;4,6;31,2;25,6;20,1;27,2;15;10,1;3,2
12/10/14;0;887,9;5,2;32;24,7;16,4;29,8;18;9,2;2,4
13/10/14;0;887,8;5,8;32,4;26,2;19,3;28,5;16;8,3;2,7
14/10/14;0;887,9;5,4;32,9;27;19,1;26,5;16;7,2;2,4
15/10/14;0;887,7;3,1;34,5;27;18,4;23,7;13;9,3;2,6
16/10/14;0;887,7;3;33,5;27,3;20,4;22;12;9,1;2,7
17/10/14;0;887,2;5,5;33,4;26,7;19,6;26,8;18;7,8;2,3
18/10/14;0;885,9;6,2;34,2;27,4;18,2;28,9;14;9,6;2,2
19/10/14;0;885,5;7,7;33,6;26,5;19,4;31,4;16;7,2;1,6
20/10/14;0;885,7;12,4;31,9;25,1;20,5;47;26;9,5;2,9
21/10/14;1,8;885,6;14,9;31;24;19,6;59,5;32;12,2;2,9
22/10/14;18,2;887,1;16,1;26,8;21,4;17,6;74;47;11,1;3
23/10/14;0,2;888,1;15,2;26,6;21,2;18,4;69,5;45;10,5;2,5
